"nLayers","nNodes","MSE"
20,37,77.8776061010942
20,38,112.45189980849
20,39,79.5399636034616
20,40,91.3034336081892
20,41,77.3984880543413
20,42,94.8557092857776
20,43,125.426646633973
20,44,78.6046394973538
20,45,112.21088545699
20,46,84.247724041507
20,47,77.1746456274539
20,48,119.020715476787
20,49,89.6422077148233
20,50,82.8178873615192
20,51,78.7725920671824
20,52,83.2237360473814
20,53,76.7117000980016
20,54,84.4560579932757
20,55,83.3704554331633
20,56,136.336046112539
20,57,87.3278877556918
20,58,87.2774208657413
20,59,106.457528305119
20,60,114.500959707898
